cell_id,ordinal,hypothesis_family,feature_family_set,operator_motif,temporal_horizon_class,normalization_scope,residualization_target,regime_fold_target,expression,bucketed_expression,max_window,horizon_bucket
C0031,0,H08_trade_size_microstructure_lite,P3_trade_size,SubRank,H48,same_symbol_zscore,FundingCore,F2_low_liquidity,"ResidualizeVsFundingCore(TSMean(Sub(Rank(TSMean(avg_trade_size_quote,3)),Rank(TSMean(quote_asset_volume,5))),3))","ResidualizeVsFundingCore(TSMean(Sub(Rank(TSMean(avg_trade_size_quote,H6)),Rank(TSMean(quote_asset_volume,H6))),H6))",5,H6
C0031,1,H08_trade_size_microstructure_lite,P3_trade_size,SubRank,H48,same_symbol_zscore,FundingCore,F2_low_liquidity,"ResidualizeVsFundingCore(Rank(TSMean(Sub(Rank(TSMean(number_of_trades,4)),Rank(TSMean(number_of_trades,12))),4)))","ResidualizeVsFundingCore(Rank(TSMean(Sub(Rank(TSMean(number_of_trades,H6)),Rank(TSMean(number_of_trades,H12))),H6)))",12,H12
C0032,0,H02_cross_symbol_dispersion_reversal,P0_price_return,TSStdZScore,spread_12_vs_48,cross_symbol_zscore,FundingCore_and_Core4,F3_high_liquidity_high_vol,"ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_zscore(TSMean(ZScore(TSStd(ret_3,3)),3))))","ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_zscore(TSMean(ZScore(TSStd(ret_3,H6)),H6))))",3,H6
C0032,1,H02_cross_symbol_dispersion_reversal,P0_price_return,TSStdZScore,spread_12_vs_48,cross_symbol_zscore,FundingCore_and_Core4,F3_high_liquidity_high_vol,"ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_zscore(Rank(TSMean(ZScore(TSStd(ret_6,4)),4)))))","ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_zscore(Rank(TSMean(ZScore(TSStd(ret_6,H6)),H6)))))",4,H6
C0033,0,H01_cross_symbol_relative_strength,P7_cross_symbol_relative,ResidualizeVsFundingCore,ensemble_6_12_24_48,cross_symbol_rank,FundingCore_and_Core4,F6_cross_symbol_dispersion,"ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(TSMean(ResidualizeVsFundingCore(Mul(Rank(TSMean(cs_z_ret_6,3)),ZScore(TSMean(cs_z_premium_index,5)))),3))))","ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(TSMean(ResidualizeVsFundingCore(Mul(Rank(TSMean(cs_z_ret_6,H6)),ZScore(TSMean(cs_z_premium_index,H6)))),H6))))",5,H6
C0033,1,H01_cross_symbol_relative_strength,P7_cross_symbol_relative,ResidualizeVsFundingCore,ensemble_6_12_24_48,cross_symbol_rank,FundingCore_and_Core4,F6_cross_symbol_dispersion,"ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(ResidualizeVsFundingCore(Mul(Rank(TSMean(cs_z_ret_12,4)),ZScore(TSMean(cs_z_ret_6,12)))),4)))))","ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(ResidualizeVsFundingCore(Mul(Rank(TSMean(cs_z_ret_12,H6)),ZScore(TSMean(cs_z_ret_6,H12)))),H6)))))",12,H12
C0034,0,H02_cross_symbol_dispersion_reversal,P5_basis_premium,HorizonSpread,mixed_6_24,same_symbol_zscore,FundingCore,F7_trend_reversal,"ResidualizeVsFundingCore(TSMean(Sub(Rank(TSMean(mark_index_ratio,3)),Rank(TSMean(mark_index_ratio,5))),3))","ResidualizeVsFundingCore(TSMean(Sub(Rank(TSMean(mark_index_ratio,H6)),Rank(TSMean(mark_index_ratio,H6))),H6))",5,H6
C0034,1,H02_cross_symbol_dispersion_reversal,P5_basis_premium,HorizonSpread,mixed_6_24,same_symbol_zscore,FundingCore,F7_trend_reversal,"ResidualizeVsFundingCore(Rank(TSMean(Sub(Rank(TSMean(mark_minus_index,4)),Rank(TSMean(mark_minus_index,12))),4)))","ResidualizeVsFundingCore(Rank(TSMean(Sub(Rank(TSMean(mark_minus_index,H6)),Rank(TSMean(mark_minus_index,H12))),H6)))",12,H12
C0035,0,H05_volatility_structure_ex_liquidity_mul,P5_basis_premium,TSMeanRank,H12,same_symbol_rank,FundingCore_and_Core4,F3_high_liquidity_high_vol,"ResidualizeVsCore4(ResidualizeVsFundingCore(TSMean(Rank(TSMean(mark_index_ratio,3)),3)))","ResidualizeVsCore4(ResidualizeVsFundingCore(TSMean(Rank(TSMean(mark_index_ratio,H6)),H6)))",3,H6
C0035,1,H05_volatility_structure_ex_liquidity_mul,P5_basis_premium,TSMeanRank,H12,same_symbol_rank,FundingCore_and_Core4,F3_high_liquidity_high_vol,"ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(TSMean(Rank(TSMean(mark_minus_index,4)),4))))","ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(TSMean(Rank(TSMean(mark_minus_index,H6)),H6))))",4,H6
C0036,0,H06_liquidity_structure_ex_realized_vol_mul,P3_trade_size,TSStdZScore,H48,same_symbol_rank,FundingCore_and_Core4,F9_liquidity_shock,"ResidualizeVsCore4(ResidualizeVsFundingCore(TSMean(ZScore(TSStd(avg_trade_size_quote,3)),3)))","ResidualizeVsCore4(ResidualizeVsFundingCore(TSMean(ZScore(TSStd(avg_trade_size_quote,H6)),H6)))",3,H6
C0036,1,H06_liquidity_structure_ex_realized_vol_mul,P3_trade_size,TSStdZScore,H48,same_symbol_rank,FundingCore_and_Core4,F9_liquidity_shock,"ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(TSMean(ZScore(TSStd(number_of_trades,4)),4))))","ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(TSMean(ZScore(TSStd(number_of_trades,H6)),H6))))",4,H6
C0037,0,H10_range_breakout_failure,P8_regime_state,HorizonSpread,spread_12_vs_48,same_symbol_zscore,none,F6_cross_symbol_dispersion,"TSMean(Sub(Rank(TSMean(realized_vol_24,3)),Rank(TSMean(realized_vol_24,5))),3)","TSMean(Sub(Rank(TSMean(realized_vol_24,H6)),Rank(TSMean(realized_vol_24,H6))),H6)",5,H6
C0037,1,H10_range_breakout_failure,P8_regime_state,HorizonSpread,spread_12_vs_48,same_symbol_zscore,none,F6_cross_symbol_dispersion,"Rank(TSMean(Sub(Rank(TSMean(quote_volume_mean_24,4)),Rank(TSMean(quote_volume_mean_24,12))),4))","Rank(TSMean(Sub(Rank(TSMean(quote_volume_mean_24,H6)),Rank(TSMean(quote_volume_mean_24,H12))),H6))",12,H12
C0038,0,H07_taker_flow_lag_stable,P7_cross_symbol_relative,SafeDivZScore,H12,same_symbol_zscore,Core4,F5_funding_neutral,"ResidualizeVsCore4(TSMean(SafeDiv(ZScore(TSMean(cs_z_ret_6,3)),Clip(Abs(ZScore(TSMean(cs_z_premium_index,5))),0.02,1.5)),3))","ResidualizeVsCore4(TSMean(SafeDiv(ZScore(TSMean(cs_z_ret_6,H6)),Clip(Abs(ZScore(TSMean(cs_z_premium_index,H6))),0.02,1.5)),H6))",5,H6
C0038,1,H07_taker_flow_lag_stable,P7_cross_symbol_relative,SafeDivZScore,H12,same_symbol_zscore,Core4,F5_funding_neutral,"ResidualizeVsCore4(Rank(TSMean(SafeDiv(ZScore(TSMean(cs_z_ret_12,4)),Clip(Abs(ZScore(TSMean(cs_z_ret_6,12))),0.05,2.0)),4)))","ResidualizeVsCore4(Rank(TSMean(SafeDiv(ZScore(TSMean(cs_z_ret_12,H6)),Clip(Abs(ZScore(TSMean(cs_z_ret_6,H12))),0.05,2.0)),H6)))",12,H12
C0039,0,H01_cross_symbol_relative_strength,P10_price_liquidity,SafeDivZScore,H48,cross_symbol_zscore,FundingCore,F2_low_liquidity,"ResidualizeVsFundingCore(cross_symbol_zscore(TSMean(SafeDiv(ZScore(TSMean(ret_6,3)),Clip(Abs(ZScore(TSMean(quote_volume_mean_24,5))),0.02,1.5)),3)))","ResidualizeVsFundingCore(cross_symbol_zscore(TSMean(SafeDiv(ZScore(TSMean(ret_6,H6)),Clip(Abs(ZScore(TSMean(quote_volume_mean_24,H6))),0.02,1.5)),H6)))",5,H6
C0039,1,H01_cross_symbol_relative_strength,P10_price_liquidity,SafeDivZScore,H48,cross_symbol_zscore,FundingCore,F2_low_liquidity,"ResidualizeVsFundingCore(cross_symbol_zscore(Rank(TSMean(SafeDiv(ZScore(TSMean(ret_12,4)),Clip(Abs(ZScore(TSMean(quote_volume_mean_12,12))),0.05,2.0)),4))))","ResidualizeVsFundingCore(cross_symbol_zscore(Rank(TSMean(SafeDiv(ZScore(TSMean(ret_12,H6)),Clip(Abs(ZScore(TSMean(quote_volume_mean_12,H12))),0.05,2.0)),H6))))",12,H12
C0040,0,H09_trend_reversal_horizon_mix,P11_volatility_basis,ResidualizeVsCore4,spread_12_vs_48,same_symbol_rank,FundingCore_and_Core4,F2_low_liquidity,"ResidualizeVsCore4(ResidualizeVsFundingCore(TSMean(ResidualizeVsCore4(Mul(Rank(TSMean(realized_vol_12,3)),ZScore(TSMean(premium_index,5)))),3)))","ResidualizeVsCore4(ResidualizeVsFundingCore(TSMean(ResidualizeVsCore4(Mul(Rank(TSMean(realized_vol_12,H6)),ZScore(TSMean(premium_index,H6)))),H6)))",5,H6
C0040,1,H09_trend_reversal_horizon_mix,P11_volatility_basis,ResidualizeVsCore4,spread_12_vs_48,same_symbol_rank,FundingCore_and_Core4,F2_low_liquidity,"ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(TSMean(ResidualizeVsCore4(Mul(Rank(TSMean(realized_vol_24,4)),ZScore(TSMean(mark_index_ratio,12)))),4))))","ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(TSMean(ResidualizeVsCore4(Mul(Rank(TSMean(realized_vol_24,H6)),ZScore(TSMean(mark_index_ratio,H12)))),H6))))",12,H12
C0041,0,H14_open_ast_cem_diversity,P15_open_ast_diverse,SafeDivZScore,mixed_12_48,cross_symbol_zscore,FundingCore_and_Core4,F10_volatility_compression,"ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_zscore(TSMean(SafeDiv(ZScore(TSMean(mark_index_ratio,3)),Clip(Abs(ZScore(TSMean(spot_perp_basis,5))),0.02,1.5)),3))))","ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_zscore(TSMean(SafeDiv(ZScore(TSMean(mark_index_ratio,H6)),Clip(Abs(ZScore(TSMean(spot_perp_basis,H6))),0.02,1.5)),H6))))",5,H6
C0041,1,H14_open_ast_cem_diversity,P15_open_ast_diverse,SafeDivZScore,mixed_12_48,cross_symbol_zscore,FundingCore_and_Core4,F10_volatility_compression,"ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_zscore(Rank(TSMean(SafeDiv(ZScore(TSMean(mark_minus_index,4)),Clip(Abs(ZScore(TSMean(quote_volume_mean_12,12))),0.05,2.0)),4)))))","ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_zscore(Rank(TSMean(SafeDiv(ZScore(TSMean(mark_minus_index,H6)),Clip(Abs(ZScore(TSMean(quote_volume_mean_12,H12))),0.05,2.0)),H6)))))",12,H12
C0042,0,H05_volatility_structure_ex_liquidity_mul,P10_price_liquidity,SafeDivZScore,H72,same_symbol_rank,Core4,F4_basis_dislocation,"ResidualizeVsCore4(TSMean(SafeDiv(ZScore(TSMean(ret_6,3)),Clip(Abs(ZScore(TSMean(quote_volume_mean_24,5))),0.02,1.5)),3))","ResidualizeVsCore4(TSMean(SafeDiv(ZScore(TSMean(ret_6,H6)),Clip(Abs(ZScore(TSMean(quote_volume_mean_24,H6))),0.02,1.5)),H6))",5,H6
C0042,1,H05_volatility_structure_ex_liquidity_mul,P10_price_liquidity,SafeDivZScore,H72,same_symbol_rank,Core4,F4_basis_dislocation,"ResidualizeVsCore4(Rank(TSMean(SafeDiv(ZScore(TSMean(ret_12,4)),Clip(Abs(ZScore(TSMean(quote_volume_mean_12,12))),0.05,2.0)),4)))","ResidualizeVsCore4(Rank(TSMean(SafeDiv(ZScore(TSMean(ret_12,H6)),Clip(Abs(ZScore(TSMean(quote_volume_mean_12,H12))),0.05,2.0)),H6)))",12,H12
C0043,0,H03_basis_premium_residual,P0_price_return,ResidualizeVsCore4,H12,same_symbol_rank,Core4,F0_calendar_blocks,"ResidualizeVsCore4(TSMean(ResidualizeVsCore4(Mul(Rank(TSMean(ret_3,3)),ZScore(TSMean(ret_24,5)))),3))","ResidualizeVsCore4(TSMean(ResidualizeVsCore4(Mul(Rank(TSMean(ret_3,H6)),ZScore(TSMean(ret_24,H6)))),H6))",5,H6
C0043,1,H03_basis_premium_residual,P0_price_return,ResidualizeVsCore4,H12,same_symbol_rank,Core4,F0_calendar_blocks,"ResidualizeVsCore4(Rank(TSMean(ResidualizeVsCore4(Mul(Rank(TSMean(ret_6,4)),ZScore(TSMean(ret_12,12)))),4)))","ResidualizeVsCore4(Rank(TSMean(ResidualizeVsCore4(Mul(Rank(TSMean(ret_6,H6)),ZScore(TSMean(ret_12,H12)))),H6)))",12,H12
C0044,0,H01_cross_symbol_relative_strength,P0_price_return,RollingMinRank,H72,cross_symbol_rank,FundingCore,F11_cross_symbol_crowding,"ResidualizeVsFundingCore(cross_symbol_rank(TSMean(Rank(RollingMin(ret_3,3)),3)))","ResidualizeVsFundingCore(cross_symbol_rank(TSMean(Rank(RollingMin(ret_3,H6)),H6)))",3,H6
C0044,1,H01_cross_symbol_relative_strength,P0_price_return,RollingMinRank,H72,cross_symbol_rank,FundingCore,F11_cross_symbol_crowding,"ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(Rank(RollingMin(ret_6,4)),4))))","ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(Rank(RollingMin(ret_6,H6)),H6))))",4,H6
C0045,0,H07_taker_flow_lag_stable,P15_open_ast_diverse,RollingMaxRank,H48,cross_symbol_zscore,FundingCore_and_Core4,F6_cross_symbol_dispersion,"ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_zscore(TSMean(Rank(RollingMax(mark_index_ratio,3)),3))))","ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_zscore(TSMean(Rank(RollingMax(mark_index_ratio,H6)),H6))))",3,H6
C0045,1,H07_taker_flow_lag_stable,P15_open_ast_diverse,RollingMaxRank,H48,cross_symbol_zscore,FundingCore_and_Core4,F6_cross_symbol_dispersion,"ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_zscore(Rank(TSMean(Rank(RollingMax(mark_minus_index,4)),4)))))","ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_zscore(Rank(TSMean(Rank(RollingMax(mark_minus_index,H6)),H6)))))",4,H6
C0046,0,H01_cross_symbol_relative_strength,P8_regime_state,MulRankZScore,H6,same_symbol_zscore,FundingCore,F10_volatility_compression,"ResidualizeVsFundingCore(TSMean(Mul(Rank(TSMean(realized_vol_24,3)),ZScore(Decay(latest_known_funding_rate,5))),3))","ResidualizeVsFundingCore(TSMean(Mul(Rank(TSMean(realized_vol_24,H6)),ZScore(Decay(latest_known_funding_rate,H6))),H6))",5,H6
C0046,1,H01_cross_symbol_relative_strength,P8_regime_state,MulRankZScore,H6,same_symbol_zscore,FundingCore,F10_volatility_compression,"ResidualizeVsFundingCore(Rank(TSMean(Mul(Rank(TSMean(quote_volume_mean_24,4)),ZScore(Decay(realized_vol_24,12))),4)))","ResidualizeVsFundingCore(Rank(TSMean(Mul(Rank(TSMean(quote_volume_mean_24,H6)),ZScore(Decay(realized_vol_24,H12))),H6)))",12,H12
C0047,0,H05_volatility_structure_ex_liquidity_mul,P6_funding_observable,AbsZScore,mixed_6_24,same_symbol_rank,none,F6_cross_symbol_dispersion,"TSMean(Abs(ZScore(Delta(latest_known_funding_rate,3))),3)","TSMean(Abs(ZScore(Delta(latest_known_funding_rate,H6))),H6)",3,H6
C0047,1,H05_volatility_structure_ex_liquidity_mul,P6_funding_observable,AbsZScore,mixed_6_24,same_symbol_rank,none,F6_cross_symbol_dispersion,"Rank(TSMean(Abs(ZScore(Delta(funding_rate_z_24,4))),4))","Rank(TSMean(Abs(ZScore(Delta(funding_rate_z_24,H6))),H6))",4,H6
C0048,0,H05_volatility_structure_ex_liquidity_mul,P7_cross_symbol_relative,DecayZScore,spread_12_vs_48,cross_symbol_rank,FundingCore,F11_cross_symbol_crowding,"ResidualizeVsFundingCore(cross_symbol_rank(TSMean(ZScore(Decay(cs_z_ret_6,3)),3)))","ResidualizeVsFundingCore(cross_symbol_rank(TSMean(ZScore(Decay(cs_z_ret_6,H6)),H6)))",3,H6
C0048,1,H05_volatility_structure_ex_liquidity_mul,P7_cross_symbol_relative,DecayZScore,spread_12_vs_48,cross_symbol_rank,FundingCore,F11_cross_symbol_crowding,"ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(ZScore(Decay(cs_z_ret_12,4)),4))))","ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(ZScore(Decay(cs_z_ret_12,H6)),H6))))",4,H6
C0049,0,H11_regime_conditional_non_may,P4_taker_flow,RollingMinRank,H72,same_symbol_zscore,FundingCore,F7_trend_reversal,"ResidualizeVsFundingCore(TSMean(Rank(RollingMin(taker_buy_ratio,3)),3))","ResidualizeVsFundingCore(TSMean(Rank(RollingMin(taker_buy_ratio,H6)),H6))",3,H6
C0049,1,H11_regime_conditional_non_may,P4_taker_flow,RollingMinRank,H72,same_symbol_zscore,FundingCore,F7_trend_reversal,"ResidualizeVsFundingCore(Rank(TSMean(Rank(RollingMin(taker_imbalance,4)),4)))","ResidualizeVsFundingCore(Rank(TSMean(Rank(RollingMin(taker_imbalance,H6)),H6)))",4,H6
C0050,0,H05_volatility_structure_ex_liquidity_mul,P3_trade_size,ZScore,spread_6_vs_24,cross_symbol_zscore,FundingCore,F10_volatility_compression,"ResidualizeVsFundingCore(cross_symbol_zscore(TSMean(ZScore(Decay(avg_trade_size_quote,3)),3)))","ResidualizeVsFundingCore(cross_symbol_zscore(TSMean(ZScore(Decay(avg_trade_size_quote,H6)),H6)))",3,H6
C0050,1,H05_volatility_structure_ex_liquidity_mul,P3_trade_size,ZScore,spread_6_vs_24,cross_symbol_zscore,FundingCore,F10_volatility_compression,"ResidualizeVsFundingCore(cross_symbol_zscore(Rank(TSMean(ZScore(Decay(number_of_trades,4)),4))))","ResidualizeVsFundingCore(cross_symbol_zscore(Rank(TSMean(ZScore(Decay(number_of_trades,H6)),H6))))",4,H6
C0051,0,H03_basis_premium_residual,P6_funding_observable,Rank,H72,cross_symbol_rank,none,F6_cross_symbol_dispersion,"cross_symbol_rank(TSMean(Rank(TSMean(latest_known_funding_rate,3)),3))","cross_symbol_rank(TSMean(Rank(TSMean(latest_known_funding_rate,H6)),H6))",3,H6
C0051,1,H03_basis_premium_residual,P6_funding_observable,Rank,H72,cross_symbol_rank,none,F6_cross_symbol_dispersion,"cross_symbol_rank(Rank(TSMean(Rank(TSMean(funding_rate_z_24,4)),4)))","cross_symbol_rank(Rank(TSMean(Rank(TSMean(funding_rate_z_24,H6)),H6)))",4,H6
C0052,0,H10_range_breakout_failure,P6_funding_observable,AbsZScore,spread_6_vs_24,cross_symbol_zscore,none,F11_cross_symbol_crowding,"cross_symbol_zscore(TSMean(Abs(ZScore(Delta(latest_known_funding_rate,3))),3))","cross_symbol_zscore(TSMean(Abs(ZScore(Delta(latest_known_funding_rate,H6))),H6))",3,H6
C0052,1,H10_range_breakout_failure,P6_funding_observable,AbsZScore,spread_6_vs_24,cross_symbol_zscore,none,F11_cross_symbol_crowding,"cross_symbol_zscore(Rank(TSMean(Abs(ZScore(Delta(funding_rate_z_24,4))),4)))","cross_symbol_zscore(Rank(TSMean(Abs(ZScore(Delta(funding_rate_z_24,H6))),H6)))",4,H6
C0053,0,H00_low_turnover_robust,P4_taker_flow,MulRankRank,H12,same_symbol_zscore,Core4,F0_calendar_blocks,"ResidualizeVsCore4(TSMean(Mul(Rank(TSMean(taker_buy_ratio,3)),Rank(TSMean(cs_z_taker_imbalance,5))),3))","ResidualizeVsCore4(TSMean(Mul(Rank(TSMean(taker_buy_ratio,H6)),Rank(TSMean(cs_z_taker_imbalance,H6))),H6))",5,H6
C0053,1,H00_low_turnover_robust,P4_taker_flow,MulRankRank,H12,same_symbol_zscore,Core4,F0_calendar_blocks,"ResidualizeVsCore4(Rank(TSMean(Mul(Rank(TSMean(taker_imbalance,4)),Rank(TSMean(taker_imbalance,12))),4)))","ResidualizeVsCore4(Rank(TSMean(Mul(Rank(TSMean(taker_imbalance,H6)),Rank(TSMean(taker_imbalance,H12))),H6)))",12,H12
C0054,0,H01_cross_symbol_relative_strength,P1_range_volatility,SafeDivZScore,H6,cross_symbol_rank,Core4,F10_volatility_compression,"ResidualizeVsCore4(cross_symbol_rank(TSMean(SafeDiv(ZScore(TSMean(hl_range,3)),Clip(Abs(ZScore(TSMean(realized_vol_24,5))),0.02,1.5)),3)))","ResidualizeVsCore4(cross_symbol_rank(TSMean(SafeDiv(ZScore(TSMean(hl_range,H6)),Clip(Abs(ZScore(TSMean(realized_vol_24,H6))),0.02,1.5)),H6)))",5,H6
C0054,1,H01_cross_symbol_relative_strength,P1_range_volatility,SafeDivZScore,H6,cross_symbol_rank,Core4,F10_volatility_compression,"ResidualizeVsCore4(cross_symbol_rank(Rank(TSMean(SafeDiv(ZScore(TSMean(realized_vol_6,4)),Clip(Abs(ZScore(TSMean(hl_range,12))),0.05,2.0)),4))))","ResidualizeVsCore4(cross_symbol_rank(Rank(TSMean(SafeDiv(ZScore(TSMean(realized_vol_6,H6)),Clip(Abs(ZScore(TSMean(hl_range,H12))),0.05,2.0)),H6))))",12,H12
C0055,0,H00_low_turnover_robust,P0_price_return,DecayZScore,H6,same_symbol_zscore,FundingCore,F6_cross_symbol_dispersion,"ResidualizeVsFundingCore(TSMean(ZScore(Decay(ret_3,3)),3))","ResidualizeVsFundingCore(TSMean(ZScore(Decay(ret_3,H6)),H6))",3,H6
C0055,1,H00_low_turnover_robust,P0_price_return,DecayZScore,H6,same_symbol_zscore,FundingCore,F6_cross_symbol_dispersion,"ResidualizeVsFundingCore(Rank(TSMean(ZScore(Decay(ret_6,4)),4)))","ResidualizeVsFundingCore(Rank(TSMean(ZScore(Decay(ret_6,H6)),H6)))",4,H6
C0056,0,H00_low_turnover_robust,P14_horizon_spread,MulRankZScore,H12,cross_symbol_rank,Core4,F8_low_vol_high_liquidity,"ResidualizeVsCore4(cross_symbol_rank(TSMean(Mul(Rank(TSMean(ret_6,3)),ZScore(Decay(realized_vol_6,5))),3)))","ResidualizeVsCore4(cross_symbol_rank(TSMean(Mul(Rank(TSMean(ret_6,H6)),ZScore(Decay(realized_vol_6,H6))),H6)))",5,H6
C0056,1,H00_low_turnover_robust,P14_horizon_spread,MulRankZScore,H12,cross_symbol_rank,Core4,F8_low_vol_high_liquidity,"ResidualizeVsCore4(cross_symbol_rank(Rank(TSMean(Mul(Rank(TSMean(ret_12,4)),ZScore(Decay(ret_6,12))),4))))","ResidualizeVsCore4(cross_symbol_rank(Rank(TSMean(Mul(Rank(TSMean(ret_12,H6)),ZScore(Decay(ret_6,H12))),H6))))",12,H12
C0057,0,H05_volatility_structure_ex_liquidity_mul,P3_trade_size,AbsZScore,H12,cross_symbol_rank,none,F7_trend_reversal,"cross_symbol_rank(TSMean(Abs(ZScore(Delta(avg_trade_size_quote,3))),3))","cross_symbol_rank(TSMean(Abs(ZScore(Delta(avg_trade_size_quote,H6))),H6))",3,H6
C0057,1,H05_volatility_structure_ex_liquidity_mul,P3_trade_size,AbsZScore,H12,cross_symbol_rank,none,F7_trend_reversal,"cross_symbol_rank(Rank(TSMean(Abs(ZScore(Delta(number_of_trades,4))),4)))","cross_symbol_rank(Rank(TSMean(Abs(ZScore(Delta(number_of_trades,H6))),H6)))",4,H6
C0058,0,H11_regime_conditional_non_may,P13_trade_size_volatility,MulRankRank,spread_6_vs_24,cross_symbol_zscore,Core4,F0_calendar_blocks,"ResidualizeVsCore4(cross_symbol_zscore(TSMean(Mul(Rank(TSMean(avg_trade_size_quote,3)),Rank(TSMean(realized_vol_24,5))),3)))","ResidualizeVsCore4(cross_symbol_zscore(TSMean(Mul(Rank(TSMean(avg_trade_size_quote,H6)),Rank(TSMean(realized_vol_24,H6))),H6)))",5,H6
C0058,1,H11_regime_conditional_non_may,P13_trade_size_volatility,MulRankRank,spread_6_vs_24,cross_symbol_zscore,Core4,F0_calendar_blocks,"ResidualizeVsCore4(cross_symbol_zscore(Rank(TSMean(Mul(Rank(TSMean(number_of_trades,4)),Rank(TSMean(realized_vol_12,12))),4))))","ResidualizeVsCore4(cross_symbol_zscore(Rank(TSMean(Mul(Rank(TSMean(number_of_trades,H6)),Rank(TSMean(realized_vol_12,H12))),H6))))",12,H12
C0059,0,H12_horizon_ensemble_stability,P14_horizon_spread,SmoothInteraction,H24,same_symbol_zscore,FundingCore_and_Core4,F1_high_realized_vol,"ResidualizeVsCore4(ResidualizeVsFundingCore(TSMean(Mul(ZScore(TSMean(ret_6,3)),Rank(TSMean(realized_vol_6,5))),3)))","ResidualizeVsCore4(ResidualizeVsFundingCore(TSMean(Mul(ZScore(TSMean(ret_6,H6)),Rank(TSMean(realized_vol_6,H6))),H6)))",5,H6
C0059,1,H12_horizon_ensemble_stability,P14_horizon_spread,SmoothInteraction,H24,same_symbol_zscore,FundingCore_and_Core4,F1_high_realized_vol,"ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(TSMean(Mul(ZScore(TSMean(ret_12,4)),Rank(TSMean(ret_6,12))),4))))","ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(TSMean(Mul(ZScore(TSMean(ret_12,H6)),Rank(TSMean(ret_6,H12))),H6))))",12,H12
C0060,0,H13_symbol_tier_relative,P13_trade_size_volatility,RegimeMaskNonMay,H12,cross_symbol_rank,none,F3_high_liquidity_high_vol,"cross_symbol_rank(TSMean(RegimeMaskNonMay(F3_high_liquidity_high_vol,Mul(Rank(TSMean(avg_trade_size_quote,3)),ZScore(TSMean(realized_vol_24,5)))),3))","cross_symbol_rank(TSMean(RegimeMaskNonMay(F3_high_liquidity_high_vol,Mul(Rank(TSMean(avg_trade_size_quote,H6)),ZScore(TSMean(realized_vol_24,H6)))),H6))",5,H6
C0060,1,H13_symbol_tier_relative,P13_trade_size_volatility,RegimeMaskNonMay,H12,cross_symbol_rank,none,F3_high_liquidity_high_vol,"cross_symbol_rank(Rank(TSMean(RegimeMaskNonMay(F3_high_liquidity_high_vol,Mul(Rank(TSMean(number_of_trades,4)),ZScore(TSMean(realized_vol_12,12)))),4)))","cross_symbol_rank(Rank(TSMean(RegimeMaskNonMay(F3_high_liquidity_high_vol,Mul(Rank(TSMean(number_of_trades,H6)),ZScore(TSMean(realized_vol_12,H12)))),H6)))",12,H12
C0061,0,H10_range_breakout_failure,P7_cross_symbol_relative,RegimeMaskNonMay,H6,cross_symbol_rank,FundingCore,F4_basis_dislocation,"ResidualizeVsFundingCore(cross_symbol_rank(TSMean(RegimeMaskNonMay(F4_basis_dislocation,Mul(Rank(TSMean(cs_z_ret_6,3)),ZScore(TSMean(cs_z_premium_index,5)))),3)))","ResidualizeVsFundingCore(cross_symbol_rank(TSMean(RegimeMaskNonMay(F4_basis_dislocation,Mul(Rank(TSMean(cs_z_ret_6,H6)),ZScore(TSMean(cs_z_premium_index,H6)))),H6)))",5,H6
